과목,분반,교수,중간_가중치,기말_가중치,과제_가중치,출석_가중치,A 비율,B 비율,C 비율,D 비율,F 비율
경제학원론,1,교수001,0.3,0.3,0.2,0.2,0.35,0.83,0.17,0,0
이름,학번,중간고사,기말고사,과제점수,출석점수,이의신청,이의신청 내용,,,,
학생133,202400133,27,89,10,9,1,,,,,
학생164,202400164,20,71,3,10,1,,,,,
학생129,202400129,22,50,5,8,1,,,,,
학생041,202400041,21,70,4,9,1,,,,,
학생382,202400382,26,61,4,8,1,,,,,
학생002,202400002,17,72,8,8,1,,,,,
학생081,202400081,27,79,6,8,1,,,,,
학생301,202400301,29,68,8,9,1,,,,,
학생276,202400276,28,97,4,8,1,,,,,
학생134,202400134,18,55,4,9,1,,,,,
학생321,202400321,22,72,6,10,1,,,,,
학생160,202400160,15,70,6,9,1,,,,,
학생101,202400101,15,97,10,9,1,,,,,
학생157,202400157,30,53,10,10,1,,,,,
학생316,202400316,16,93,6,10,1,,,,,
학생283,202400283,21,67,8,9,1,,,,,
학생148,202400148,17,91,6,9,1,,,,,
학생149,202400149,21,85,8,10,1,,,,,
학생136,202400136,21,55,5,9,1,,,,,
학생159,202400159,19,77,8,9,1,,,,,
학생174,202400174,19,89,8,8,1,,,,,
학생194,202400194,23,88,3,9,1,,,,,
학생117,202400117,18,66,4,8,1,,,,,
학생343,202400343,30,90,10,10,1,,,,,
학생227,202400227,29,52,4,10,1,,,,,
학생223,202400223,26,69,3,8,1,,,,,
학생250,202400250,26,75,6,10,1,,,,,
학생306,202400306,28,54,10,8,1,,,,,
학생087,202400087,26,63,3,9,1,,,,,
학생070,202400070,16,94,10,9,1,,,,,
학생374,202400374,24,63,8,9,1,,,,,
학생030,202400030,16,72,3,8,1,,,,,
학생011,202400011,25,57,3,9,1,,,,,
학생038,202400038,30,76,8,10,1,,,,,
학생325,202400325,20,89,8,9,1,,,,,
학생285,202400285,19,94,7,9,1,,,,,
학생363,202400363,26,98,3,10,1,,,,,
학생153,202400153,20,81,4,9,1,,,,,
학생075,202400075,28,98,4,10,1,,,,,
학생196,202400196,21,76,4,10,1,,,,,
학생093,202400093,19,80,6,8,1,,,,,
학생377,202400377,27,94,8,8,1,,,,,
학생010,202400010,29,60,7,8,1,,,,,
학생127,202400127,18,63,3,9,1,,,,,
학생297,202400297,30,84,9,9,1,,,,,
학생305,202400305,29,96,9,10,1,,,,,
학생268,202400268,21,53,7,8,1,,,,,
학생125,202400125,18,82,4,10,1,,,,,
학생342,202400342,15,51,6,10,1,,,,,
학생078,202400078,26,64,9,9,1,,,,,
학생392,202400392,19,76,3,8,1,,,,,
학생222,202400222,28,89,5,10,1,,,,,
학생009,202400009,28,83,3,8,1,,,,,
학생214,202400214,26,85,3,8,1,,,,,
학생228,202400228,29,69,7,9,1,,,,,
학생267,202400267,20,51,9,9,1,,,,,
학생060,202400060,17,79,9,8,1,,,,,
학생220,202400220,16,95,4,10,1,,,,,
학생269,202400269,28,61,9,8,1,,,,,
학생112,202400112,25,75,8,10,1,,,,,
학생280,202400280,16,73,9,9,1,,,,,
학생271,202400271,30,51,7,10,1,,,,,
학생203,202400203,18,51,7,9,1,,,,,
학생013,202400013,23,53,4,10,1,,,,,
학생358,202400358,22,95,9,10,1,,,,,
학생211,202400211,18,61,6,10,1,,,,,
학생017,202400017,25,68,4,9,1,,,,,
학생086,202400086,30,100,9,8,1,,,,,
학생255,202400255,29,71,6,10,1,,,,,
학생040,202400040,23,100,5,10,1,,,,,
학생384,202400384,28,71,5,10,1,,,,,
학생055,202400055,30,93,9,8,1,,,,,
학생005,202400005,29,93,9,9,1,,,,,
학생169,202400169,16,67,5,10,1,,,,,
학생394,202400394,20,53,9,9,1,,,,,
학생031,202400031,16,90,7,10,1,,,,,
학생007,202400007,23,69,3,8,1,,,,,
학생396,202400396,17,62,6,8,1,,,,,
학생359,202400359,30,65,9,8,1,,,,,
학생208,202400208,24,73,6,8,1,,,,,
학생161,202400161,21,93,3,9,1,,,,,
학생166,202400166,16,88,10,9,1,,,,,
학생191,202400191,28,76,4,9,1,,,,,
학생074,202400074,20,65,4,9,1,,,,,
학생024,202400024,27,53,5,8,1,,,,,
학생188,202400188,29,80,9,8,1,,,,,
학생385,202400385,30,89,5,10,1,,,,,
학생036,202400036,25,78,8,9,1,,,,,
학생221,202400221,24,65,4,10,1,,,,,
학생177,202400177,18,93,8,10,1,,,,,
학생045,202400045,29,73,5,9,1,,,,,
학생362,202400362,18,75,4,10,1,,,,,
학생307,202400307,17,98,10,8,1,,,,,
학생395,202400395,25,90,6,8,1,,,,,
