과목,분반,교수,중간_가중치,기말_가중치,과제_가중치,출석_가중치,A 비율,B 비율,C 비율,D 비율,F 비율
조직행동론,1,교수004,0.3,0.3,0.2,0.2,0.3,0.4,0.2,0.1,0
이름,학번,중간고사,기말고사,과제점수,출석점수,이의신청,이의신청 내용,,,,
학생067,202400067,36,89,9,10,0,,,,,
학생125,202400125,24,86,8,9,0,,,,,
학생180,202400180,41,78,9,9,0,,,,,
학생013,202400013,27,80,9,10,0,,,,,
학생041,202400041,37,50,8,9,0,,,,,
학생298,202400298,39,68,8,9,0,,,,,
학생131,202400131,34,63,10,8,0,,,,,
학생172,202400172,46,91,8,10,0,,,,,
학생211,202400211,26,60,10,10,0,,,,,
학생267,202400267,20,61,8,9,0,,,,,
학생177,202400177,25,95,9,8,0,,,,,
학생186,202400186,28,79,10,8,0,,,,,
학생160,202400160,27,53,9,9,0,,,,,
학생149,202400149,21,60,9,10,0,,,,,
학생227,202400227,44,83,8,8,0,,,,,
학생253,202400253,25,70,10,8,0,,,,,
학생289,202400289,47,74,8,8,0,,,,,
학생212,202400212,25,50,9,10,0,,,,,
학생021,202400021,49,99,9,10,0,,,,,
학생070,202400070,45,64,9,10,0,,,,,
학생011,202400011,30,57,8,9,0,,,,,
학생228,202400228,31,73,8,10,0,,,,,
학생034,202400034,35,94,10,8,0,,,,,
학생162,202400162,29,69,9,8,0,,,,,
학생270,202400270,28,97,10,10,0,,,,,
학생194,202400194,29,68,10,8,0,,,,,
학생156,202400156,39,75,9,10,0,,,,,
학생007,202400007,47,81,9,9,0,,,,,
학생076,202400076,31,79,10,10,0,,,,,
학생170,202400170,42,91,8,9,0,,,,,
학생240,202400240,21,91,8,9,0,,,,,
학생022,202400022,39,93,9,9,0,,,,,
학생271,202400271,46,54,10,9,0,,,,,
학생268,202400268,34,78,10,8,0,,,,,
학생015,202400015,34,79,8,8,0,,,,,
학생084,202400084,19,56,10,8,0,,,,,
학생274,202400274,42,98,10,9,0,,,,,
학생029,202400029,46,100,9,9,0,,,,,
학생123,202400123,33,58,9,10,0,,,,,
학생161,202400161,30,61,9,9,0,,,,,
학생079,202400079,22,96,8,9,0,,,,,
학생237,202400237,28,73,8,10,0,,,,,
학생299,202400299,45,98,8,9,0,,,,,
학생086,202400086,34,54,9,9,0,,,,,
학생231,202400231,45,59,9,9,0,,,,,
학생222,202400222,26,64,9,10,0,,,,,
학생075,202400075,40,60,9,10,0,,,,,
학생207,202400207,19,50,9,10,0,,,,,
학생264,202400264,37,59,9,9,0,,,,,
학생175,202400175,45,64,9,9,0,,,,,
학생150,202400150,31,60,9,9,0,,,,,
학생064,202400064,38,85,9,8,0,,,,,
학생183,202400183,50,74,8,8,0,,,,,
학생279,202400279,46,50,9,10,0,,,,,
학생030,202400030,47,99,9,10,0,,,,,
학생108,202400108,28,83,10,10,0,,,,,
학생009,202400009,41,82,8,10,0,,,,,
학생278,202400278,39,89,9,9,0,,,,,
학생058,202400058,45,65,8,9,0,,,,,
학생184,202400184,32,93,9,8,0,,,,,
학생275,202400275,44,53,8,10,0,,,,,
학생087,202400087,48,72,10,8,0,,,,,
학생249,202400249,30,75,9,10,0,,,,,
학생110,202400110,19,100,10,10,0,,,,,
학생090,202400090,39,57,8,8,0,,,,,
학생111,202400111,30,73,9,9,0,,,,,
학생269,202400269,40,73,10,9,0,,,,,
학생040,202400040,34,94,8,10,0,,,,,
학생092,202400092,29,93,9,10,0,,,,,
학생282,202400282,20,54,9,10,0,,,,,
