과목,분반,교수,중간_가중치,기말_가중치,과제_가중치,출석_가중치,A 비율,B 비율,C 비율,D 비율,F 비율
경영학원론,1,교수001,0.3,0.3,0.2,0.2,0.3,0.4,0.2,0.1,0
이름,학번,중간고사,기말고사,과제점수,출석점수,이의신청,이의신청 내용,,,,
학생395,202400395,24,94,9,8,0,,,,,
학생129,202400129,24,92,4,8,0,,,,,
학생196,202400196,29,57,9,10,0,,,,,
학생073,202400073,24,56,10,9,0,,,,,
학생323,202400323,30,92,10,10,0,,,,,
학생021,202400021,19,94,4,9,0,,,,,
학생286,202400286,21,55,6,10,0,,,,,
학생111,202400111,27,93,7,8,0,,,,,
학생118,202400118,29,53,5,9,0,,,,,
학생185,202400185,19,100,3,9,0,,,,,
학생076,202400076,20,65,6,9,0,,,,,
학생172,202400172,30,66,5,10,0,,,,,
학생217,202400217,30,74,7,9,0,,,,,
학생267,202400267,20,93,5,9,0,,,,,
학생100,202400100,28,65,3,9,0,,,,,
학생370,202400370,18,92,6,10,0,,,,,
학생035,202400035,19,60,4,8,0,,,,,
학생391,202400391,27,89,4,9,0,,,,,
학생281,202400281,28,66,9,9,0,,,,,
학생364,202400364,19,85,4,10,0,,,,,
학생157,202400157,18,61,8,8,0,,,,,
학생002,202400002,26,62,7,8,1,기말이상해여,,,,
학생098,202400098,19,53,6,10,0,,,,,
학생080,202400080,22,71,7,10,0,,,,,
학생144,202400144,16,99,3,10,0,,,,,
학생284,202400284,19,62,4,8,0,,,,,
학생246,202400246,24,90,5,8,0,,,,,
학생117,202400117,22,97,7,10,0,,,,,
학생096,202400096,19,68,6,10,0,,,,,
학생051,202400051,30,93,6,9,0,,,,,
학생151,202400151,21,77,10,10,0,,,,,
학생066,202400066,20,89,8,9,0,,,,,
학생383,202400383,25,78,8,9,0,,,,,
학생081,202400081,22,90,7,9,0,,,,,
학생377,202400377,26,78,7,8,0,,,,,
학생309,202400309,15,89,4,10,0,,,,,
학생031,202400031,19,92,3,10,0,,,,,
학생237,202400237,15,86,8,8,0,,,,,
학생110,202400110,28,85,9,9,0,,,,,
학생221,202400221,23,85,3,10,0,,,,,
학생119,202400119,25,100,9,9,0,,,,,
학생168,202400168,17,52,4,9,0,,,,,
학생224,202400224,20,96,8,8,0,,,,,
학생146,202400146,22,86,6,10,0,,,,,
학생108,202400108,19,69,7,10,0,,,,,
학생089,202400089,28,71,10,10,0,,,,,
학생305,202400305,29,80,4,8,0,,,,,
학생169,202400169,26,68,10,8,0,,,,,
학생368,202400368,23,59,8,8,0,,,,,
학생158,202400158,16,55,9,8,0,,,,,
학생343,202400343,27,95,8,8,0,,,,,
학생311,202400311,20,72,5,10,0,,,,,
학생385,202400385,16,54,9,10,0,,,,,
학생329,202400329,29,65,6,10,0,,,,,
학생083,202400083,30,93,7,8,0,,,,,
학생297,202400297,20,94,7,10,0,,,,,
학생141,202400141,15,75,5,10,0,,,,,
학생175,202400175,17,93,8,9,0,,,,,
학생084,202400084,15,82,5,9,0,,,,,
학생304,202400304,17,69,6,8,0,,,,,
학생106,202400106,19,73,7,8,0,,,,,
학생132,202400132,27,77,10,9,0,,,,,
학생039,202400039,20,82,6,8,0,,,,,
학생173,202400173,27,70,4,10,0,,,,,
학생278,202400278,17,88,6,9,0,,,,,
학생353,202400353,22,79,3,9,0,,,,,
학생099,202400099,28,50,5,9,0,,,,,
학생072,202400072,29,98,7,8,0,,,,,
학생214,202400214,21,60,10,10,0,,,,,
학생015,202400015,30,74,7,10,0,,,,,
학생008,202400008,21,81,8,8,0,,,,,
학생308,202400308,30,85,6,9,0,,,,,
학생243,202400243,24,59,3,10,0,,,,,
학생271,202400271,25,99,10,8,0,,,,,
학생396,202400396,19,89,4,10,0,,,,
