과목,분반,교수,중간_가중치,기말_가중치,과제_가중치,출석_가중치,A 비율,B 비율,C 비율,D 비율,F 비율
경제학원론,2,교수002,0.3,0.3,0.2,0.2,0.3,0.4,0.2,0.1,0
이름,학번,중간고사,기말고사,과제점수,출석점수,이의신청,이의신청 내용,,,,
학생293,202400293,23,79,3,10,0,,,,,
학생389,202400389,16,58,10,9,0,,,,,
학생202,202400202,24,68,10,8,0,,,,,
학생353,202400353,23,69,3,9,0,,,,,
학생364,202400364,16,76,5,8,0,,,,,
학생246,202400246,23,95,7,8,0,,,,,
학생193,202400193,28,82,8,10,0,,,,,
학생048,202400048,16,76,3,9,0,,,,,
학생064,202400064,29,74,4,8,0,,,,,
학생334,202400334,22,76,5,9,0,,,,,
학생198,202400198,20,93,7,9,0,,,,,
학생126,202400126,16,57,8,9,0,,,,,
학생231,202400231,28,94,8,8,0,,,,,
학생181,202400181,26,90,8,10,0,,,,,
학생046,202400046,16,78,5,9,0,,,,,
학생335,202400335,15,82,5,9,0,,,,,
학생300,202400300,29,74,6,10,0,,,,,
학생050,202400050,24,60,8,9,0,,,,,
학생260,202400260,29,97,6,9,0,,,,,
학생023,202400023,26,75,8,8,0,,,,,
학생387,202400387,16,77,4,10,0,,,,,
학생391,202400391,26,82,9,9,0,,,,,
학생034,202400034,29,75,8,10,0,,,,,
학생319,202400319,19,56,4,8,0,,,,,
학생015,202400015,30,68,10,8,0,,,,,
학생103,202400103,18,68,4,10,0,,,,,
학생026,202400026,18,85,8,9,0,,,,,
학생378,202400378,21,79,8,9,0,,,,,
학생397,202400397,18,74,3,8,0,,,,,
학생317,202400317,25,79,4,9,0,,,,,
학생144,202400144,25,50,3,10,0,,,,,
학생344,202400344,18,65,10,10,0,,,,,
학생176,202400176,26,55,6,10,0,,,,,
학생109,202400109,29,99,3,8,0,,,,,
학생105,202400105,25,78,3,9,0,,,,,
학생336,202400336,22,92,8,10,0,,,,,
학생302,202400302,24,88,6,8,0,,,,,
학생381,202400381,15,69,5,9,0,,,,,
학생360,202400360,16,89,10,9,0,,,,,
학생346,202400346,22,92,6,10,0,,,,,
학생284,202400284,20,80,4,8,0,,,,,
학생058,202400058,24,67,5,9,0,,,,,
학생053,202400053,19,85,8,10,0,,,,,
학생295,202400295,24,94,5,8,0,,,,,
학생272,202400272,30,54,4,8,0,,,,,
학생332,202400332,27,100,8,10,0,,,,,
학생088,202400088,22,85,5,9,0,,,,,
학생318,202400318,27,74,8,9,0,,,,,
학생107,202400107,20,80,6,8,0,,,,,
학생131,202400131,30,67,8,8,0,,,,,
학생277,202400277,29,78,10,8,0,,,,,
학생063,202400063,15,50,8,9,0,,,,,
학생100,202400100,19,96,6,10,0,,,,,
학생184,202400184,19,82,7,8,0,,,,,
학생266,202400266,17,54,3,9,0,,,,,
학생265,202400265,15,83,9,9,0,,,,,
학생140,202400140,18,72,4,9,0,,,,,
학생368,202400368,28,58,5,10,0,,,,,
학생341,202400341,18,70,10,8,0,,,,,
학생226,202400226,17,59,8,10,0,,,,,
학생206,202400206,23,80,10,9,0,,,,,
학생367,202400367,24,80,9,10,0,,,,,
학생357,202400357,16,61,7,9,0,,,,,
학생142,202400142,30,77,4,10,0,,,,,
학생080,202400080,28,96,4,8,0,,,,,
학생327,202400327,17,76,3,8,0,,,,,
학생275,202400275,29,84,4,10,0,,,,,
학생047,202400047,25,75,5,9,0,,,,,
학생218,202400218,30,61,7,8,0,,,,,
학생130,202400130,21,56,3,8,0,,,,,
학생304,202400304,20,100,8,10,0,,,,,
학생189,202400189,28,88,8,9,0,,,,,
학생330,202400330,26,66,10,10,0,,,,,
학생400,202400400,27,55,3,9,0,,,,,
학생151,202400151,29,95,8,8,0,,,,,
학생146,202400146,19,56,4,10,0,,,,,
학생165,202400165,29,95,3,8,0,,,,,
학생314,202400314,24,77,5,8,0,,,,,
학생037,202400037,24,97,5,8,0,,,,,
학생399,202400399,19,65,8,9,0,,,,,
학생201,202400201,16,66,5,10,0,,,,,
학생021,202400021,30,64,3,10,0,,,,,
학생115,202400115,16,61,10,10,0,,,,,
학생152,202400152,18,50,10,8,0,,,,,
학생200,202400200,18,76,7,8,0,,,,,
학생322,202400322,23,79,3,10,0,,,,,
학생320,202400320,26,91,7,8,0,,,,,
학생312,202400312,20,95,8,10,0,,,,,
학생028,202400028,18,88,5,8,0,,,,,
학생173,202400173,20,86,9,9,0,,,,,
학생042,202400042,20,97,8,10,0,,,,,
학생210,202400210,16,85,4,8,0,,,,,
학생292,202400292,22,71,5,8,0,,,,,
학생044,202400044,29,93,7,9,0,,,,,
학생116,202400116,22,67,3,9,0,,,,,
학생240,202400240,27,65,6,9,0,,,,,
학생257,202400257,22,76,10,10,0,,,,,
