과목,분반,교수,중간_가중치,기말_가중치,과제_가중치,출석_가중치,A 비율,B 비율,C 비율,D 비율,F 비율
스마트경영,1,교수009,0.3,0.3,0.2,0.2,0.3,0.4,0.2,0.1,0
이름,학번,중간고사,기말고사,과제점수,출석점수,이의신청,이의신청 내용,,,,
학생319,202400319,5,80,19,10,0,,,,,
학생310,202400310,2,92,20,9,0,,,,,
학생369,202400369,2,93,16,7,0,,,,,
학생386,202400386,5,51,6,10,0,,,,,
학생301,202400301,0,70,1,10,0,,,,,
학생367,202400367,6,61,10,10,0,,,,,
학생371,202400371,5,95,13,8,0,,,,,
학생387,202400387,4,59,3,7,0,,,,,
학생337,202400337,5,94,8,10,0,,,,,
학생400,202400400,6,54,17,8,0,,,,,
학생362,202400362,9,90,15,8,0,,,,,
학생327,202400327,6,78,11,6,0,,,,,
학생349,202400349,3,97,20,6,0,,,,,
학생339,202400339,3,88,12,9,0,,,,,
학생342,202400342,4,82,0,6,0,,,,,
학생375,202400375,0,97,0,6,0,,,,,
학생302,202400302,8,50,0,9,0,,,,,
학생333,202400333,5,69,18,10,0,,,,,
학생308,202400308,2,58,4,6,0,,,,,
학생381,202400381,2,86,2,9,0,,,,,
학생344,202400344,9,58,5,8,0,,,,,
학생353,202400353,10,92,6,6,0,,,,,
학생380,202400380,3,98,16,8,0,,,,,
학생315,202400315,4,50,19,7,0,,,,,
학생363,202400363,7,67,20,8,0,,,,,
학생364,202400364,7,55,16,6,0,,,,,
학생006,202400006,0,85,2,7,0,,,,,
학생303,202400303,3,93,9,7,0,,,,,
학생354,202400354,8,78,19,9,0,,,,,
학생324,202400324,3,68,6,7,0,,,,,
학생382,202400382,2,81,20,10,0,,,,,
학생307,202400307,3,53,1,9,0,,,,,
학생325,202400325,5,87,18,9,0,,,,,
학생365,202400365,4,79,16,7,0,,,,,
학생379,202400379,0,84,20,10,0,,,,,
학생304,202400304,4,64,14,6,0,,,,,
학생360,202400360,6,78,4,8,0,,,,,
학생383,202400383,1,56,0,7,0,,,,,
학생340,202400340,4,99,17,7,0,,,,,
학생318,202400318,1,50,13,10,0,,,,,
학생384,202400384,3,92,13,10,0,,,,,
학생347,202400347,10,70,19,10,0,,,,,
학생359,202400359,3,60,15,6,0,,,,,
학생399,202400399,5,61,14,6,0,,,,,
학생370,202400370,3,68,8,10,0,,,,,
