과목,분반,교수,중간_가중치,기말_가중치,과제_가중치,출석_가중치,A 비율,B 비율,C 비율,D 비율,F 비율
경영학원론,3,교수003,0.3,0.3,0.2,0.2,0.35,0.83,0.17,0,0
이름,학번,중간고사,기말고사,과제점수,출석점수,이의신청,이의신청 내용,,,,
학생277,202400277,24,70,5,9,1,,,,,
학생195,202400195,19,74,7,8,1,,,,,
학생380,202400380,30,72,5,9,1,,,,,
학생044,202400044,19,75,7,8,1,,,,,
학생314,202400314,24,76,5,9,1,,,,,
학생336,202400336,29,54,10,10,1,,,,,
학생125,202400125,23,97,4,10,1,,,,,
학생249,202400249,24,73,7,10,1,,,,,
학생347,202400347,22,58,3,9,1,,,,,
학생147,202400147,25,89,4,10,1,,,,,
학생032,202400032,17,99,3,8,1,,,,,
학생010,202400010,19,98,3,8,1,,,,,
학생037,202400037,26,75,9,9,1,,,,,
학생250,202400250,15,69,3,9,1,,,,,
학생300,202400300,20,62,6,10,1,,,,,
학생007,202400007,24,50,3,8,1,,,,,
학생262,202400262,17,57,8,9,1,,,,,
학생030,202400030,20,91,6,10,1,,,,,
학생349,202400349,15,63,7,9,1,,,,,
학생065,202400065,23,92,5,9,1,,,,,
학생296,202400296,22,82,4,9,1,,,,,
학생124,202400124,24,50,5,8,1,,,,,
학생232,202400232,30,61,4,8,1,,,,,
학생142,202400142,23,100,8,8,1,,,,,
학생109,202400109,22,54,8,8,1,,,,,
학생094,202400094,30,82,5,9,1,,,,,
학생264,202400264,29,73,6,9,1,,,,,
학생058,202400058,15,63,7,10,1,,,,,
학생272,202400272,23,52,7,9,1,,,,,
학생193,202400193,24,52,6,9,1,,,,,
학생148,202400148,28,53,3,10,1,,,,,
학생379,202400379,19,64,10,9,1,,,,,
학생164,202400164,27,82,6,8,1,,,,,
학생113,202400113,22,76,7,9,1,,,,,
학생321,202400321,24,72,9,9,1,,,,,
학생186,202400186,23,60,9,10,1,,,,,
학생045,202400045,23,86,6,10,1,,,,,
학생213,202400213,17,68,7,8,1,,,,,
학생301,202400301,25,69,8,9,1,,,,,
학생335,202400335,20,99,7,10,1,,,,,
학생318,202400318,24,64,4,10,1,,,,,
학생090,202400090,19,56,8,10,1,,,,,
학생352,202400352,17,99,4,9,1,,,,,
학생207,202400207,19,55,3,9,1,,,,,
학생101,202400101,29,64,8,10,1,,,,,
학생222,202400222,19,91,4,8,1,,,,,
학생306,202400306,29,63,5,10,1,,,,,
학생060,202400060,17,58,7,8,1,,,,,
학생242,202400242,17,77,4,9,1,,,,,
학생014,202400014,27,66,9,10,1,,,,,
학생063,202400063,24,88,7,8,1,,,,,
학생357,202400357,17,83,8,9,1,,,,,
학생374,202400374,29,75,9,8,1,,,,,
학생114,202400114,17,89,10,9,1,,,,,
학생360,202400360,22,75,6,9,1,,,,,
학생161,202400161,25,75,9,9,1,,,,,
학생205,202400205,19,65,5,8,1,,,,,
학생155,202400155,20,93,3,8,1,,,,,
학생342,202400342,24,80,7,9,1,,,,,
학생120,202400120,28,82,10,9,1,,,,,
학생398,202400398,28,85,8,10,1,,,,,
학생363,202400363,18,72,7,10,1,,,,,
학생366,202400366,25,67,7,9,1,,,,,
학생211,202400211,30,59,8,9,1,,,,,
학생199,202400199,16,66,8,10,1,,,,,
학생054,202400054,17,97,7,10,1,,,,,
학생025,202400025,27,72,5,9,1,,,,,
학생040,202400040,15,93,9,10,1,,,,,
학생317,202400317,29,77,8,9,1,,,,,
학생188,202400188,18,76,5,8,1,,,,,
학생263,202400263,15,64,10,10,1,,,,,
학생273,202400273,22,84,6,9,1,,,,,
학생048,202400048,27,67,10,10,1,,,,,
학생057,202400057,27,55,9,10,1,,,,,
학생340,202400340,18,88,4,10,1,,,,,
