과목,분반,교수,중간_가중치,기말_가중치,과제_가중치,출석_가중치,A 비율,B 비율,C 비율,D 비율,F 비율
경영통계학,1,교수001,0.3,0.3,0.2,0.2,0.35,0.83,0.17,0,0
이름,학번,중간고사,기말고사,과제점수,출석점수,이의신청,이의신청 내용,,,,
학생127,202400127,27,72,8,10,1,,,,,
학생042,202400042,19,84,10,10,1,,,,,
학생160,202400160,21,56,6,8,1,,,,,
학생024,202400024,27,60,5,8,1,,,,,
학생164,202400164,21,79,3,10,1,,,,,
학생174,202400174,26,52,9,8,1,,,,,
학생071,202400071,30,68,4,9,1,,,,,
학생371,202400371,23,53,9,8,1,,,,,
학생019,202400019,17,84,7,10,1,,,,,
학생072,202400072,25,95,10,8,1,,,,,
학생396,202400396,28,75,9,10,1,,,,,
학생372,202400372,15,90,3,9,1,,,,,
학생039,202400039,26,81,4,10,1,,,,,
학생254,202400254,17,93,10,10,1,,,,,
학생365,202400365,16,82,6,8,1,,,,,
학생284,202400284,23,54,9,10,1,,,,,
학생197,202400197,28,60,10,10,1,,,,,
학생325,202400325,20,51,5,10,1,,,,,
학생298,202400298,19,70,6,10,1,,,,,
학생317,202400317,19,64,4,10,1,,,,,
학생262,202400262,17,70,6,8,1,,,,,
학생287,202400287,16,78,3,9,1,,,,,
학생257,202400257,29,84,9,10,1,,,,,
학생350,202400350,18,88,6,9,1,,,,,
학생187,202400187,26,86,9,8,1,,,,,
학생279,202400279,24,81,10,10,1,,,,,
학생389,202400389,19,74,9,10,1,,,,,
학생051,202400051,28,75,6,9,1,,,,,
학생191,202400191,27,67,5,9,1,,,,,
학생387,202400387,17,57,7,10,1,,,,,
학생273,202400273,24,63,8,9,1,,,,,
학생113,202400113,23,51,4,10,1,,,,,
학생347,202400347,28,89,6,9,1,,,,,
학생373,202400373,21,63,6,8,1,,,,,
학생083,202400083,17,84,9,10,1,,,,,
학생282,202400282,15,96,8,10,1,,,,,
학생147,202400147,16,52,6,8,1,,,,,
학생142,202400142,19,81,3,10,1,,,,,
학생361,202400361,21,84,6,8,1,,,,,
학생001,202400001,25,56,9,8,1,,,,,
학생278,202400278,28,52,9,8,1,,,,,
학생339,202400339,26,55,9,10,1,,,,,
학생129,202400129,16,60,5,9,1,,,,,
학생025,202400025,30,95,6,8,1,,,,,
학생166,202400166,16,82,8,8,1,,,,,
학생344,202400344,22,81,7,9,1,,,,,
학생028,202400028,29,80,5,8,1,,,,,
학생018,202400018,15,72,3,9,1,,,,,
학생196,202400196,29,81,10,9,1,,,,,
학생193,202400193,25,68,4,8,1,,,,,
학생269,202400269,25,70,8,10,1,,,,,
학생386,202400386,21,80,5,10,1,,,,,
학생324,202400324,28,93,5,10,1,,,,,
학생003,202400003,22,83,5,10,1,,,,,
학생010,202400010,17,95,5,10,1,,,,,
학생053,202400053,23,83,7,8,1,,,,,
학생263,202400263,22,52,6,8,1,,,,,
학생190,202400190,22,83,6,9,1,,,,,
학생103,202400103,23,84,9,9,1,,,,,
학생008,202400008,25,65,10,9,1,,,,,
학생360,202400360,28,96,9,8,1,,,,,
학생329,202400329,29,77,4,9,1,,,,,
학생073,202400073,23,71,8,10,1,,,,,
학생247,202400247,30,77,9,9,1,,,,,
학생015,202400015,28,60,9,10,1,,,,,
학생084,202400084,19,67,8,9,1,,,,,
학생065,202400065,18,83,5,9,1,,,,,
학생400,202400400,25,69,10,10,1,,,,,
학생090,202400090,22,82,4,9,1,,,,,
학생089,202400089,29,82,5,8,1,,,,,
학생314,202400314,19,55,9,10,1,,,,,
학생356,202400356,29,81,4,9,1,,,,,
학생270,202400270,28,81,3,9,1,,,,,
학생111,202400111,17,53,9,10,1,,,,,
학생032,202400032,28,94,6,10,1,,,,,
학생327,202400327,27,89,4,8,1,,,,,
학생340,202400340,23,75,8,9,1,,,,,
학생112,202400112,19,53,7,8,1,,,,,
학생214,202400214,18,63,5,9,1,,,,,
학생330,202400330,25,96,9,8,1,,,,,
학생283,202400283,16,57,9,9,1,,,,,
학생198,202400198,28,69,4,9,1,,,,,
학생183,202400183,15,73,9,10,1,,,,,
학생336,202400336,22,80,10,10,1,,,,,
학생223,202400223,26,63,8,10,1,,,,,
학생064,202400064,24,79,7,8,1,,,,,
학생326,202400326,28,54,3,8,1,,,,,
학생020,202400020,22,88,6,8,1,,,,,
학생131,202400131,25,52,4,10,1,,,,,
학생107,202400107,21,89,3,10,1,,,,,
학생007,202400007,21,80,7,8,1,,,,,
학생230,202400230,15,67,9,10,1,,,,,
학생100,202400100,17,50,4,8,1,,,,,
학생029,202400029,16,64,9,9,1,,,,,
학생055,202400055,15,98,8,10,1,,,,,
학생260,202400260,25,63,5,10,1,,,,,
학생165,202400165,23,98,9,10,1,,,,,
학생289,202400289,19,54,4,9,1,,,,,
